,지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위),지면온도(°C)
29846,168,여수,2022-05-31 15:00,24.3,,7.8,230.0,32.0,1000.9,1.0,3.23,,0.0,47.0
29847,168,여수,2022-05-31 16:00,24.0,,6.1,230.0,35.0,1000.8,1.0,2.67,,0.0,43.0
29848,168,여수,2022-05-31 17:00,23.9,,4.9,230.0,42.0,1000.5,1.0,1.98,,0.0,38.3
29849,168,여수,2022-05-31 18:00,22.9,,4.4,200.0,41.0,1000.5,1.0,1.22,,2.0,30.0
29850,168,여수,2022-05-31 19:00,22.0,,3.4,200.0,41.0,1000.8,1.0,0.49,,3.0,23.7
29851,168,여수,2022-05-31 20:00,21.7,,0.6,230.0,39.0,1000.7,0.1,0.04,,4.0,20.5
29852,168,여수,2022-05-31 21:00,21.2,,1.8,250.0,44.0,1001.4,,,,4.0,19.5
29853,168,여수,2022-05-31 22:00,20.6,,0.7,250.0,54.0,1001.9,,,,6.0,18.7
29854,168,여수,2022-05-31 23:00,20.2,,3.2,230.0,53.0,1002.3,,,,7.0,18.3
29855,168,여수,2022-06-01 0:00,19.8,,2.6,200.0,52.0,1002.3,,,,7.0,18.3
29856,168,여수,2022-06-01 1:00,19.5,,3.0,230.0,55.0,1002.4,,,,7.0,17.7
29857,168,여수,2022-06-01 2:00,19.2,,2.1,270.0,55.0,1001.9,,,,8.0,17.0
29858,168,여수,2022-06-01 3:00,18.9,,1.4,250.0,56.0,1001.4,,,,9.0,17.0
29859,168,여수,2022-06-01 4:00,18.7,,1.3,70.0,59.0,1000.9,,,,9.0,17.2
29860,168,여수,2022-06-01 5:00,18.5,,1.4,250.0,61.0,1000.9,,,,9.0,17.0
29861,168,여수,2022-06-01 6:00,18.7,,1.7,70.0,58.0,1000.7,0.0,0.02,,9.0,17.7
29862,168,여수,2022-06-01 7:00,18.8,,0.0,0.0,64.0,1000.6,0.0,0.21,,9.0,20.4
29863,168,여수,2022-06-01 8:00,19.8,,0.0,0.0,58.0,1000.7,0.0,0.62,,9.0,24.9
29864,168,여수,2022-06-01 9:00,21.6,,0.3,0.0,58.0,1000.5,0.9,1.43,,8.0,34.0
29865,168,여수,2022-06-01 10:00,22.8,,1.8,90.0,50.0,1000.2,1.0,2.33,,7.0,40.4
29866,168,여수,2022-06-01 11:00,23.2,,1.4,110.0,52.0,1000.2,0.9,2.63,,8.0,46.3
29867,168,여수,2022-06-01 12:00,24.2,,1.9,160.0,40.0,999.7,1.0,3.19,,6.0,52.8
29868,168,여수,2022-06-01 13:00,23.8,,2.3,110.0,30.0,999.3,0.9,2.9,,7.0,45.1
29869,168,여수,2022-06-01 14:00,25.0,,1.6,110.0,26.0,998.3,1.0,2.88,,7.0,51.3
29870,168,여수,2022-06-01 15:00,25.7,,1.2,140.0,27.0,997.9,1.0,2.98,,6.0,50.7
29871,168,여수,2022-06-01 16:00,24.9,,4.6,230.0,35.0,997.9,1.0,2.62,,3.0,44.2
29872,168,여수,2022-06-01 17:00,24.4,,2.9,230.0,39.0,997.6,1.0,1.92,,6.0,40.0
29873,168,여수,2022-06-01 18:00,23.4,,3.6,230.0,54.0,997.7,1.0,1.26,,6.0,31.6
29874,168,여수,2022-06-01 19:00,22.0,,4.9,230.0,65.0,997.9,0.9,0.53,,6.0,25.0
29875,168,여수,2022-06-01 20:00,20.5,,5.6,230.0,77.0,998.2,0.0,0.06,,7.0,21.1
29876,168,여수,2022-06-01 21:00,19.9,,4.7,230.0,82.0,998.7,,,,5.0,19.8
29877,168,여수,2022-06-01 22:00,19.6,,3.6,230.0,84.0,999.2,,,,0.0,18.9
29878,168,여수,2022-06-01 23:00,19.2,,3.0,200.0,87.0,999.2,,,,0.0,18.3
29879,168,여수,2022-06-02 0:00,18.9,,2.5,230.0,87.0,999.4,,,,0.0,17.4
29880,168,여수,2022-06-02 1:00,18.6,,1.8,230.0,88.0,999.5,,,,0.0,16.6
29881,168,여수,2022-06-02 2:00,18.3,,2.1,250.0,85.0,999.6,,,,0.0,15.9
29882,168,여수,2022-06-02 3:00,17.8,,0.2,0.0,83.0,999.4,,,,0.0,14.7
29883,168,여수,2022-06-02 4:00,17.3,,0.0,0.0,86.0,999.6,,,,0.0,13.8
29884,168,여수,2022-06-02 5:00,17.0,,0.8,270.0,86.0,1000.0,,,,0.0,13.7
29885,168,여수,2022-06-02 6:00,17.1,,1.7,290.0,88.0,1000.2,0.1,0.06,,0.0,15.4
29886,168,여수,2022-06-02 7:00,17.7,,0.0,0.0,86.0,1000.7,0.7,0.41,,0.0,18.7
29887,168,여수,2022-06-02 8:00,18.7,,2.4,230.0,82.0,1000.9,0.8,1.22,,0.0,26.1
29888,168,여수,2022-06-02 9:00,20.0,,2.6,200.0,74.0,1000.7,1.0,1.71,,0.0,35.6
29889,168,여수,2022-06-02 10:00,21.3,,2.9,200.0,68.0,1000.6,1.0,2.71,,0.0,43.2
29890,168,여수,2022-06-02 11:00,22.5,,2.9,200.0,61.0,1000.2,1.0,3.24,,0.0,48.3
29891,168,여수,2022-06-02 12:00,22.8,,4.5,200.0,56.0,999.9,1.0,3.57,,0.0,50.2
29892,168,여수,2022-06-02 13:00,23.2,,4.3,200.0,60.0,999.9,1.0,3.65,,0.0,52.0
29893,168,여수,2022-06-02 14:00,24.0,,3.8,230.0,61.0,999.6,1.0,3.51,,0.0,52.8
29894,168,여수,2022-06-02 15:00,24.2,,4.5,230.0,62.0,999.5,1.0,3.18,,0.0,49.8
29895,168,여수,2022-06-02 16:00,23.6,,5.4,230.0,67.0,999.5,1.0,2.63,,0.0,44.3
29896,168,여수,2022-06-02 17:00,23.3,,5.0,230.0,69.0,999.4,1.0,1.94,,0.0,38.9
29897,168,여수,2022-06-02 18:00,22.5,,6.0,230.0,74.0,999.1,1.0,1.2,,0.0,31.8
29898,168,여수,2022-06-02 19:00,21.3,,6.6,230.0,79.0,999.3,1.0,0.49,,0.0,25.7
29899,168,여수,2022-06-02 20:00,20.5,,5.7,230.0,83.0,999.9,0.1,0.05,,0.0,22.8
29900,168,여수,2022-06-02 21:00,20.1,,5.1,230.0,86.0,1000.2,,,,0.0,21.5
29901,168,여수,2022-06-02 22:00,20.0,,4.5,230.0,87.0,1000.4,,,,6.0,20.6
29902,168,여수,2022-06-02 23:00,20.1,,3.8,230.0,86.0,1000.5,,,,0.0,19.8
29903,168,여수,2022-06-03 0:00,19.9,,2.2,200.0,87.0,1000.8,,,,0.0,19.2
29904,168,여수,2022-06-03 1:00,20.3,,1.0,230.0,86.0,1000.6,,,,2.0,18.8
29905,168,여수,2022-06-03 2:00,20.6,,2.4,230.0,85.0,1000.6,,,,0.0,18.8
29906,168,여수,2022-06-03 3:00,20.4,,1.5,200.0,86.0,1000.3,,,,0.0,18.3
29907,168,여수,2022-06-03 4:00,20.2,,0.1,0.0,86.0,1000.2,,,,0.0,17.6
29908,168,여수,2022-06-03 5:00,19.6,,0.0,0.0,87.0,1000.8,,,,0.0,16.9
29909,168,여수,2022-06-03 6:00,19.5,,0.0,0.0,86.0,1001.4,0.0,0.06,,0.0,17.6
29910,168,여수,2022-06-03 7:00,20.1,,0.0,0.0,84.0,1001.8,0.9,0.5,,0.0,20.1
29911,168,여수,2022-06-03 8:00,20.6,,0.0,0.0,82.0,1002.1,0.9,1.17,,0.0,25.4
29912,168,여수,2022-06-03 9:00,22.2,,0.0,0.0,76.0,1002.3,1.0,1.64,,0.0,34.7
29913,168,여수,2022-06-03 10:00,24.1,,0.6,70.0,65.0,1002.6,1.0,2.58,,0.0,42.5
29914,168,여수,2022-06-03 11:00,24.6,,1.9,110.0,69.0,1002.7,1.0,3.09,,0.0,48.0
29915,168,여수,2022-06-03 12:00,25.3,,2.2,110.0,61.0,1002.8,1.0,3.41,,0.0,52.3
29916,168,여수,2022-06-03 13:00,23.8,,6.3,110.0,68.0,1003.2,1.0,3.55,,0.0,50.6
29917,168,여수,2022-06-03 14:00,22.8,,4.8,110.0,69.0,1003.1,1.0,3.41,,0.0,50.3
29918,168,여수,2022-06-03 15:00,22.4,,4.7,110.0,70.0,1003.2,1.0,3.09,,0.0,47.4
29919,168,여수,2022-06-03 16:00,22.1,,2.3,110.0,72.0,1002.8,1.0,2.59,,0.0,44.0
29920,168,여수,2022-06-03 17:00,21.7,,2.7,110.0,73.0,1002.9,1.0,1.93,,0.0,38.5
29921,168,여수,2022-06-03 18:00,21.8,,3.0,160.0,72.0,1003.1,1.0,1.19,,0.0,31.9
29922,168,여수,2022-06-03 19:00,20.2,,1.4,160.0,78.0,1003.6,0.5,0.36,,2.0,25.1
29923,168,여수,2022-06-03 20:00,19.7,,0.2,0.0,80.0,1004.0,0.0,0.05,,7.0,22.2
29924,168,여수,2022-06-03 21:00,19.2,,3.5,110.0,83.0,1004.4,,,,5.0,20.8
29925,168,여수,2022-06-03 22:00,18.9,,3.3,110.0,84.0,1004.7,,,,0.0,19.6
29926,168,여수,2022-06-03 23:00,18.6,,2.6,110.0,84.0,1004.8,,,,0.0,18.7
29927,168,여수,2022-06-04 0:00,18.3,,1.7,140.0,84.0,1004.5,,,,0.0,18.0
29928,168,여수,2022-06-04 1:00,18.1,,0.6,200.0,83.0,1004.7,,,,0.0,17.0
29929,168,여수,2022-06-04 2:00,17.8,,0.0,0.0,82.0,1004.8,,,,0.0,16.0
29930,168,여수,2022-06-04 3:00,17.8,,0.9,70.0,85.0,1004.9,,,,0.0,16.4
29931,168,여수,2022-06-04 4:00,18.3,,3.1,70.0,80.0,1004.8,,,,0.0,16.5
29932,168,여수,2022-06-04 5:00,18.2,,1.8,70.0,79.0,1005.1,,,,3.0,16.1
29933,168,여수,2022-06-04 6:00,18.3,,1.7,70.0,78.0,1005.3,0.3,0.09,,5.0,17.0
29934,168,여수,2022-06-04 7:00,19.4,,0.8,70.0,72.0,1005.7,0.8,0.59,,6.0,19.7
29935,168,여수,2022-06-04 8:00,19.9,,2.7,70.0,68.0,1005.2,0.8,1.16,,3.0,23.5
29936,168,여수,2022-06-04 9:00,20.8,,2.6,90.0,67.0,1005.1,1.0,1.66,,3.0,32.9
29937,168,여수,2022-06-04 10:00,21.8,,4.0,110.0,62.0,1005.2,1.0,2.51,,4.0,39.5
29938,168,여수,2022-06-04 11:00,22.5,,4.3,110.0,60.0,1004.9,1.0,3.28,,4.0,46.3
29939,168,여수,2022-06-04 12:00,23.2,,2.7,110.0,59.0,1004.6,1.0,3.18,,6.0,48.9
29940,168,여수,2022-06-04 13:00,23.1,,3.3,110.0,58.0,1003.7,1.0,3.14,,8.0,47.0
29941,168,여수,2022-06-04 14:00,23.7,,3.6,110.0,56.0,1003.3,1.0,3.06,,8.0,48.8
29942,168,여수,2022-06-04 15:00,23.8,,1.9,110.0,55.0,1002.8,0.8,2.33,,9.0,43.7
29943,168,여수,2022-06-04 16:00,23.7,,2.8,110.0,53.0,1002.3,0.6,1.86,,9.0,38.0
29944,168,여수,2022-06-04 17:00,23.7,,2.5,110.0,52.0,1001.9,0.4,1.3,,9.0,34.3
29945,168,여수,2022-06-04 18:00,22.2,,3.4,110.0,59.0,1001.1,0.3,0.8,,8.0,29.8
29946,168,여수,2022-06-04 19:00,21.2,,2.9,110.0,63.0,1001.4,0.0,0.33,,8.0,25.2
29947,168,여수,2022-06-04 20:00,20.9,,0.2,0.0,63.0,1001.6,0.0,0.03,,10.0,22.7
29948,168,여수,2022-06-04 21:00,20.6,,2.4,110.0,59.0,1001.9,,,,9.0,21.3
29949,168,여수,2022-06-04 22:00,20.6,,1.2,110.0,58.0,1002.1,,,,10.0,21.0
29950,168,여수,2022-06-04 23:00,20.2,,1.4,110.0,62.0,1001.7,,,,10.0,20.5
29951,168,여수,2022-06-05 0:00,20.3,,1.5,110.0,61.0,1002.0,,,,9.0,20.5
29952,168,여수,2022-06-05 1:00,20.1,,4.2,110.0,60.0,1000.4,,,,10.0,20.4
29953,168,여수,2022-06-05 2:00,19.8,,3.6,110.0,65.0,1000.0,,,,10.0,20.4
29954,168,여수,2022-06-05 3:00,20.1,,2.9,70.0,66.0,999.1,,,,9.0,20.5
29955,168,여수,2022-06-05 4:00,20.0,,3.6,50.0,66.0,999.1,,,,9.0,20.2
29956,168,여수,2022-06-05 5:00,19.7,0.0,5.5,70.0,72.0,998.6,,,,10.0,19.1
29957,168,여수,2022-06-05 6:00,19.2,,6.3,70.0,69.0,997.9,0.0,0.0,,10.0,19.0
29958,168,여수,2022-06-05 7:00,18.4,0.3,4.8,50.0,79.0,997.4,0.0,0.04,,10.0,18.3
29959,168,여수,2022-06-05 8:00,17.4,3.5,5.8,70.0,87.0,997.4,0.0,0.07,,10.0,17.7
29960,168,여수,2022-06-05 9:00,17.3,3.6,7.0,70.0,91.0,997.0,0.0,0.1,,10.0,17.6
29961,168,여수,2022-06-05 10:00,17.8,2.5,4.7,70.0,90.0,996.8,0.0,0.37,,10.0,19.5
29962,168,여수,2022-06-05 11:00,18.5,0.0,3.5,110.0,81.0,996.7,0.0,0.54,,10.0,19.7
29963,168,여수,2022-06-05 12:00,17.3,2.0,4.7,110.0,90.0,996.0,0.0,0.35,,10.0,18.9
29964,168,여수,2022-06-05 13:00,16.4,3.1,7.5,110.0,93.0,995.3,0.0,0.29,,10.0,18.2
29965,168,여수,2022-06-05 14:00,16.3,2.9,9.0,110.0,95.0,994.3,0.0,0.4,,10.0,18.0
29966,168,여수,2022-06-05 15:00,16.5,2.0,6.1,90.0,94.0,993.5,0.0,0.22,,10.0,17.6
29967,168,여수,2022-06-05 16:00,16.7,1.4,5.4,70.0,93.0,992.8,0.0,0.21,,10.0,17.7
29968,168,여수,2022-06-05 17:00,16.7,2.3,8.3,70.0,93.0,992.1,0.0,0.15,,10.0,17.3
29969,168,여수,2022-06-05 18:00,16.8,5.8,6.5,70.0,95.0,991.8,0.0,0.06,,10.0,16.9
29970,168,여수,2022-06-05 19:00,16.9,8.4,7.9,70.0,91.0,991.3,0.0,0.04,,10.0,16.5
29971,168,여수,2022-06-05 20:00,17.5,3.1,8.2,20.0,90.0,991.7,0.0,0.01,,10.0,16.8
29972,168,여수,2022-06-05 21:00,17.6,2.3,8.6,70.0,89.0,991.0,,,,10.0,16.7
29973,168,여수,2022-06-05 22:00,17.8,1.0,7.9,70.0,88.0,989.9,,,,10.0,16.8
29974,168,여수,2022-06-05 23:00,18.1,0.0,7.8,70.0,86.0,989.1,,,,10.0,16.9
29975,168,여수,2022-06-06 0:00,18.3,,3.9,20.0,84.0,990.4,,,,10.0,17.1
29976,168,여수,2022-06-06 1:00,18.4,,3.2,20.0,82.0,990.6,,,,7.0,17.1
29977,168,여수,2022-06-06 2:00,17.8,0.0,3.7,20.0,86.0,990.8,,,,10.0,17.1
29978,168,여수,2022-06-06 3:00,17.7,0.0,4.9,20.0,86.0,990.4,,,,10.0,16.9
29979,168,여수,2022-06-06 4:00,17.9,,0.0,0.0,83.0,990.2,,,,7.0,16.9
29980,168,여수,2022-06-06 5:00,17.4,,0.0,0.0,87.0,990.1,,,,5.0,15.6
29981,168,여수,2022-06-06 6:00,17.9,,1.0,50.0,85.0,990.5,0.2,0.06,,2.0,16.0
29982,168,여수,2022-06-06 7:00,19.2,,5.4,20.0,78.0,990.8,0.8,0.57,,3.0,17.4
29983,168,여수,2022-06-06 8:00,19.4,,3.0,90.0,77.0,990.8,0.9,1.33,,4.0,20.9
29984,168,여수,2022-06-06 9:00,21.0,,1.3,200.0,76.0,991.0,1.0,1.67,,8.0,28.2
29985,168,여수,2022-06-06 10:00,20.6,,2.5,70.0,73.0,991.2,0.4,1.42,,10.0,23.5
29986,168,여수,2022-06-06 11:00,20.9,,0.0,0.0,75.0,991.5,0.0,0.59,,10.0,23.3
29987,168,여수,2022-06-06 12:00,21.8,,2.2,320.0,71.0,991.5,0.0,1.21,,10.0,26.1
29988,168,여수,2022-06-06 13:00,23.1,,5.1,320.0,65.0,991.2,0.3,1.74,,7.0,31.6
29989,168,여수,2022-06-06 14:00,24.2,,5.2,340.0,58.0,991.2,1.0,3.78,,4.0,32.8
29990,168,여수,2022-06-06 15:00,24.7,,3.6,290.0,59.0,991.4,0.6,2.27,,6.0,30.2
29991,168,여수,2022-06-06 16:00,24.5,,7.6,340.0,54.0,991.4,0.6,1.92,,3.0,27.2
29992,168,여수,2022-06-06 17:00,24.8,,4.9,360.0,53.0,991.6,1.0,2.04,,2.0,27.0
29993,168,여수,2022-06-06 18:00,24.9,,2.8,360.0,55.0,992.0,1.0,1.29,,3.0,24.8
29994,168,여수,2022-06-06 19:00,23.8,,3.6,70.0,64.0,992.8,1.0,0.61,,3.0,21.9
29995,168,여수,2022-06-06 20:00,19.6,,4.8,110.0,82.0,994.6,0.1,0.04,,6.0,19.4
29996,168,여수,2022-06-06 21:00,19.1,,2.5,200.0,84.0,996.3,,,,7.0,18.9
29997,168,여수,2022-06-06 22:00,18.4,,3.6,110.0,81.0,996.9,,,,5.0,18.0
29998,168,여수,2022-06-06 23:00,18.1,,1.6,160.0,82.0,997.4,,,,5.0,17.3
29999,168,여수,2022-06-07 0:00,18.1,,0.2,0.0,83.0,997.8,,,,8.0,18.0
30000,168,여수,2022-06-07 1:00,18.1,,1.2,180.0,82.0,997.9,,,,9.0,17.8
30001,168,여수,2022-06-07 2:00,17.7,,0.0,0.0,82.0,997.6,,,,7.0,17.0
30002,168,여수,2022-06-07 3:00,17.8,,1.3,110.0,80.0,997.7,,,,9.0,17.4
30003,168,여수,2022-06-07 4:00,17.7,,2.1,110.0,77.0,997.9,,,,9.0,17.1
30004,168,여수,2022-06-07 5:00,17.7,,2.0,110.0,75.0,998.3,,,,10.0,16.9
30005,168,여수,2022-06-07 6:00,17.7,,2.8,110.0,73.0,998.8,0.0,0.01,,9.0,16.7
30006,168,여수,2022-06-07 7:00,17.8,,2.1,110.0,70.0,999.5,0.0,0.12,,10.0,17.2
30007,168,여수,2022-06-07 8:00,18.0,,2.5,110.0,71.0,999.8,0.0,0.33,,9.0,18.7
30008,168,여수,2022-06-07 9:00,18.4,,3.0,110.0,72.0,1000.1,0.0,0.98,,9.0,22.0
30009,168,여수,2022-06-07 10:00,18.6,,2.6,110.0,69.0,1000.4,0.0,1.05,,10.0,22.7
30010,168,여수,2022-06-07 11:00,19.1,,2.9,110.0,66.0,1000.4,0.0,1.1,,9.0,26.8
30011,168,여수,2022-06-07 12:00,19.8,,4.0,110.0,63.0,1000.5,0.2,2.34,,9.0,26.7
30012,168,여수,2022-06-07 13:00,20.2,,3.1,110.0,63.0,1000.4,0.1,1.97,,8.0,29.3
30013,168,여수,2022-06-07 14:00,20.7,,4.3,110.0,65.0,1000.2,0.2,2.2,,9.0,31.4
30014,168,여수,2022-06-07 15:00,20.1,,3.7,110.0,69.0,1000.3,0.3,2.17,,9.0,29.0
30015,168,여수,2022-06-07 16:00,20.1,,4.2,110.0,70.0,1000.3,0.3,1.82,,9.0,28.2
30016,168,여수,2022-06-07 17:00,19.0,,5.5,110.0,71.0,1000.4,0.0,0.86,,10.0,22.2
30017,168,여수,2022-06-07 18:00,18.9,,4.9,110.0,77.0,1000.6,0.0,0.34,,10.0,20.7
30018,168,여수,2022-06-07 19:00,18.3,,5.3,110.0,78.0,1000.6,0.0,0.07,,10.0,18.9
30019,168,여수,2022-06-07 20:00,18.0,0.0,5.0,110.0,78.0,1001.2,0.0,0.0,,10.0,17.9
30020,168,여수,2022-06-07 21:00,17.9,,5.6,110.0,77.0,1001.7,,,,10.0,17.3
30021,168,여수,2022-06-07 22:00,17.9,,3.8,90.0,75.0,1002.5,,,,10.0,17.1
30022,168,여수,2022-06-07 23:00,17.8,,5.0,90.0,75.0,1002.7,,,,1.0,16.7
30023,168,여수,2022-06-08 0:00,17.7,,4.6,90.0,77.0,1002.8,,,,10.0,16.6
30024,168,여수,2022-06-08 1:00,17.5,,4.0,70.0,78.0,1002.7,,,,5.0,16.6
30025,168,여수,2022-06-08 2:00,17.2,0.0,3.1,70.0,81.0,1002.5,,,,10.0,16.5
30026,168,여수,2022-06-08 3:00,16.6,0.0,3.5,90.0,82.0,1002.7,,,,10.0,16.3
30027,168,여수,2022-06-08 4:00,16.7,,3.9,70.0,85.0,1002.8,,,,10.0,16.4
30028,168,여수,2022-06-08 5:00,16.6,,4.5,70.0,84.0,1003.1,,,,10.0,16.3
30029,168,여수,2022-06-08 6:00,16.7,,4.0,70.0,84.0,1003.9,0.0,0.03,,10.0,16.5
30030,168,여수,2022-06-08 7:00,16.8,,3.0,70.0,83.0,1004.7,0.0,0.14,,10.0,17.1
30031,168,여수,2022-06-08 8:00,17.0,,4.9,70.0,83.0,1004.9,0.0,0.38,,10.0,19.0
30032,168,여수,2022-06-08 9:00,17.1,,3.7,70.0,81.0,1005.4,0.0,0.52,,10.0,19.0
30033,168,여수,2022-06-08 10:00,17.5,,4.6,70.0,79.0,1005.2,0.0,0.97,,10.0,21.4
30034,168,여수,2022-06-08 11:00,18.0,,2.6,50.0,76.0,1004.9,0.0,0.95,,10.0,22.8
30035,168,여수,2022-06-08 12:00,19.5,,0.3,0.0,72.0,1004.8,0.0,1.99,,9.0,29.5
30036,168,여수,2022-06-08 13:00,20.3,,1.1,110.0,68.0,1004.5,0.3,2.5,,8.0,30.8
30037,168,여수,2022-06-08 14:00,20.4,,2.9,110.0,68.0,1004.2,0.1,2.09,,9.0,31.9
30038,168,여수,2022-06-08 15:00,19.8,,3.6,110.0,72.0,1004.0,0.1,1.47,,9.0,28.9
30039,168,여수,2022-06-08 16:00,20.5,,1.6,110.0,69.0,1003.7,0.2,1.39,,7.0,30.6
30040,168,여수,2022-06-08 17:00,20.5,,2.1,110.0,70.0,1003.9,0.9,1.79,,7.0,28.5
30041,168,여수,2022-06-08 18:00,19.7,,3.9,110.0,71.0,1004.3,1.0,1.19,,4.0,25.1
30042,168,여수,2022-06-08 19:00,18.6,,3.5,110.0,76.0,1004.4,0.4,0.4,,5.0,21.0
30043,168,여수,2022-06-08 20:00,17.9,,2.4,110.0,79.0,1005.2,0.0,0.05,,3.0,18.1
30044,168,여수,2022-06-08 21:00,17.6,,1.3,110.0,79.0,1005.7,,,,2.0,16.9
30045,168,여수,2022-06-08 22:00,17.3,,0.1,0.0,81.0,1006.4,,,,2.0,16.1
30046,168,여수,2022-06-08 23:00,17.1,,1.5,110.0,83.0,1005.9,,,,1.0,15.6
30047,168,여수,2022-06-09 0:00,16.8,,0.0,0.0,83.0,1006.2,,,,0.0,15.0
30048,168,여수,2022-06-09 1:00,16.7,,0.2,0.0,84.0,1005.8,,,,6.0,14.9
30049,168,여수,2022-06-09 2:00,16.8,,1.4,70.0,86.0,1005.5,,,,6.0,14.9
30050,168,여수,2022-06-09 3:00,16.5,,2.0,70.0,85.0,1005.3,,,,2.0,14.7
30051,168,여수,2022-06-09 4:00,16.4,,3.5,70.0,85.0,1005.6,,,,5.0,14.5
30052,168,여수,2022-06-09 5:00,16.7,,5.2,70.0,83.0,1005.5,,,,8.0,15.2
30053,168,여수,2022-06-09 6:00,16.6,,1.3,70.0,83.0,1006.2,0.0,0.05,,8.0,15.1
30054,168,여수,2022-06-09 7:00,17.4,,3.3,70.0,82.0,1006.5,0.5,0.44,,5.0,17.2
30055,168,여수,2022-06-09 8:00,17.7,,4.7,70.0,79.0,1006.8,0.8,1.14,,4.0,20.2
30056,168,여수,2022-06-09 9:00,18.7,,3.4,70.0,74.0,1007.2,0.9,1.52,,4.0,25.1
30057,168,여수,2022-06-09 10:00,19.4,,3.5,70.0,72.0,1006.9,1.0,2.57,,1.0,31.0
30058,168,여수,2022-06-09 11:00,20.8,,0.1,0.0,69.0,1007.1,1.0,3.04,,4.0,37.3
30059,168,여수,2022-06-09 12:00,21.7,,0.9,110.0,65.0,1006.9,1.0,3.15,,6.0,39.9
30060,168,여수,2022-06-09 13:00,21.3,,2.5,110.0,60.0,1006.8,1.0,3.29,,6.0,42.0
30061,168,여수,2022-06-09 14:00,22.0,,2.5,110.0,61.0,1006.3,1.0,3.34,,7.0,43.1
30062,168,여수,2022-06-09 15:00,22.1,,2.4,90.0,61.0,1005.7,0.6,2.4,,6.0,39.9
30063,168,여수,2022-06-09 16:00,22.6,,1.9,110.0,59.0,1005.2,1.0,2.63,,3.0,39.5
30064,168,여수,2022-06-09 17:00,22.5,,1.6,110.0,53.0,1005.3,1.0,1.83,,7.0,34.4
30065,168,여수,2022-06-09 18:00,21.5,,0.1,0.0,63.0,1005.4,1.0,1.03,,7.0,28.9
30066,168,여수,2022-06-09 19:00,20.3,,1.7,160.0,64.0,1005.7,0.5,0.4,,4.0,23.7
30067,168,여수,2022-06-09 20:00,19.4,,0.0,0.0,67.0,1006.1,0.0,0.04,,7.0,20.7
30068,168,여수,2022-06-09 21:00,18.9,,0.1,0.0,73.0,1006.7,,,,5.0,19.1
30069,168,여수,2022-06-09 22:00,18.6,,0.0,0.0,78.0,1006.9,,,,6.0,18.1
30070,168,여수,2022-06-09 23:00,18.2,,0.0,0.0,80.0,1007.2,,,,5.0,17.3
30071,168,여수,2022-06-10 0:00,17.9,,0.0,0.0,80.0,1006.9,,,,5.0,16.5
30072,168,여수,2022-06-10 1:00,17.7,,0.0,0.0,81.0,1006.6,,,,6.0,15.9
30073,168,여수,2022-06-10 2:00,17.6,,0.0,0.0,85.0,1006.5,,,,5.0,15.6
30074,168,여수,2022-06-10 3:00,17.4,,0.0,0.0,86.0,1006.3,,,,6.0,15.3
30075,168,여수,2022-06-10 4:00,17.2,,1.3,70.0,87.0,1006.2,,,,5.0,15.4
30076,168,여수,2022-06-10 5:00,17.1,,2.9,70.0,87.0,1006.3,,,,5.0,15.4
30077,168,여수,2022-06-10 6:00,17.3,,3.5,70.0,86.0,1006.6,0.2,0.08,,3.0,16.0
30078,168,여수,2022-06-10 7:00,17.9,,4.7,70.0,85.0,1006.6,0.9,0.57,,4.0,18.2
30079,168,여수,2022-06-10 8:00,18.5,,4.3,70.0,79.0,1006.8,0.8,1.09,,4.0,21.4
30080,168,여수,2022-06-10 9:00,20.4,,0.3,0.0,63.0,1007.2,1.0,1.61,,5.0,29.1
30081,168,여수,2022-06-10 10:00,21.2,,2.7,110.0,66.0,1006.7,1.0,2.59,,5.0,35.1
30082,168,여수,2022-06-10 11:00,21.8,,2.4,110.0,58.0,1006.6,1.0,2.87,,6.0,39.2
30083,168,여수,2022-06-10 12:00,22.2,,2.4,110.0,58.0,1007.4,0.9,2.56,,9.0,37.4
30084,168,여수,2022-06-10 13:00,22.4,,2.1,110.0,63.0,1006.8,0.0,2.11,,9.0,37.1
30085,168,여수,2022-06-10 14:00,22.9,,2.0,110.0,60.0,1006.8,0.1,1.94,,9.0,37.8
30086,168,여수,2022-06-10 15:00,23.2,,1.1,140.0,59.0,1006.8,0.3,1.84,,9.0,34.9
30087,168,여수,2022-06-10 16:00,22.3,,1.4,140.0,55.0,1006.7,0.0,1.09,,9.0,31.0
30088,168,여수,2022-06-10 17:00,21.8,,0.4,0.0,66.0,1005.9,0.0,0.78,,9.0,28.4
30089,168,여수,2022-06-10 18:00,21.8,,0.0,0.0,68.0,1006.0,0.3,0.71,,7.0,27.2
30090,168,여수,2022-06-10 19:00,21.6,,0.0,0.0,67.0,1006.3,0.0,0.34,,10.0,24.5
30091,168,여수,2022-06-10 20:00,20.9,,0.0,0.0,72.0,1006.5,0.0,0.04,,10.0,21.8
30092,168,여수,2022-06-10 21:00,20.3,,1.1,50.0,79.0,1006.4,,,,9.0,20.8
30093,168,여수,2022-06-10 22:00,20.3,,1.1,20.0,78.0,1006.4,,,,10.0,20.2
30094,168,여수,2022-06-10 23:00,20.1,,1.1,50.0,78.0,1006.3,,,,10.0,19.7
